Date,AAL,AAPL,ALGT,ALK,AMZN,BCS,BHC,CS,DAL,DB,FB,GOOG,GS,HA,IBM,JNJ,LUV,MRK,MS,MSFT,PFE,RHHBY,SP500,UNH,WFC
18-05-2012,10.06,18.942142,62.310001,16.17,213.850006,10.285714,47.029999,19.169922,10.14,34.370228,38.23,299.078979,95.489998,5.28,195.880005,63.349998,8.15,37.82,13.35,29.27,22.57,20.16,1295.219971,53.990002,30.940001
21-05-2012,10.71,20.045713,62.66,16.379999,218.110001,10.672812,47.189999,19.541016,10.58,35.505726,34.029999,305.908386,96.510002,5.32,197.759995,63.470001,8.34,37.599998,13.19,29.75,22.540001,20.389999,1315.98999,55.549999,31.4
22-05-2012,10.62,19.891787,62.349998,16.225,215.330002,10.857142,47.779999,19.863281,10.54,35.410305,31,299.278229,97.529999,5.23,196.820007,63.52,8.27,37.459999,13.31,29.76,22.370001,20.43,1316.630005,55.720001,31.67
23-05-2012,11,20.377142,62.990002,16.115,217.279999,10.737328,46.650002,19.765625,10.74,35.38168,32,303.592072,98.040001,5.38,196.119995,63.27,8.36,37.34,13.37,29.110001,22.09,20.075001,1318.859985,55.360001,31.74
24-05-2012,12.16,20.190001,64.25,16.92,215.240005,10.746544,48.040001,19.658203,11.27,34.828243,33.029999,300.702881,96.860001,5.68,196.089996,63.099998,8.74,37.599998,13.31,29.07,22.139999,19.855,1320.680054,56.220001,31.809999
25-05-2012,12.3,20.081785,64.040001,16.98,212.889999,10.534562,48.48,19.306641,11.37,35,31.91,294.660553,96.699997,5.68,194.300003,62.509998,8.76,37.549999,13.25,29.059999,22.129999,19.905001,1317.819946,56.119999,31.860001
29-05-2012,12.62,20.438213,63.900002,17.065001,214.75,10.654378,48.400002,19.296875,11.8,34.980915,28.84,296.060303,97.860001,5.68,196.460007,62.59,8.94,37.59,13.64,29.559999,22.18,19.924999,1332.420044,56.150002,32.25
30-05-2012,12.69,20.684643,63.900002,16.809999,209.229996,10.29493,47.919998,18.886719,11.75,34.017174,28.190001,293.016693,94.610001,5.57,194.529999,62.209999,8.87,37.400002,13.09,29.34,22.040001,19.584999,1313.319946,56.169998,31.700001
31-05-2012,13.22,20.633215,64.849998,17.15,212.910004,10.184332,48.66,18.681641,12.1,34.332062,29.6,289.345459,95.699997,5.78,192.899994,62.43,9.03,37.580002,13.36,29.190001,21.870001,19.584999,1310.329956,55.77,32.049999
01-06-2012,12.64,20.035357,64,16.905001,208.220001,9.870968,47,18.535156,11.51,31.87977,27.719999,284.42392,92.639999,5.64,189.080002,61.779999,8.95,37.18,12.73,28.450001,21.639999,19.469999,1278.040039,55.040001,30.16
04-06-2012,11.18,20.153214,62.259998,16.18,214.570007,9.9447,46.509998,18.691406,10.18,32.700382,26.9,288.214691,91,5.49,188.539993,62.34,8.6,37.459999,12.36,28.549999,21.610001,19.43,1278.180054,54.91,30.049999
05-06-2012,11.62,20.101072,62.419998,16.315001,213.210007,10.101382,47.48,18.720703,10.58,32.709923,25.870001,284.139984,92.209999,5.6,189.199997,62.209999,8.66,37.5,12.86,28.51,21.6,19.5,1285.5,56.040001,30.52
06-06-2012,11.78,20.409286,63.459999,16.735001,217.639999,10.912442,48.279999,19.736328,10.61,34.236641,26.809999,289.200989,94.959999,5.76,193.990005,62.799999,8.8,37.900002,13.94,29.35,21.91,20.1,1315.130005,57.700001,30.969999
07-06-2012,11.28,20.418571,63.330002,16.9,218.800003,11.069124,48.560001,20.058594,10.28,34.188931,26.309999,288.03537,94,5.95,194.440002,62.799999,8.86,38.330002,13.41,29.23,21.940001,20.120001,1314.98999,57.450001,31.18
08-06-2012,12.15,20.725714,65.699997,17.365,218.479996,10.995392,48.52,19.814453,10.38,34.341602,27.1,289.141235,94.540001,5.92,195.139999,62.98,9.06,38.459999,13.71,29.65,22.139999,20.059999,1325.660034,58,31.43
11-06-2012,11.36,20.398928,65.040001,17.285,216.5,10.764977,46.41,19.335938,10.17,33.339695,27.01,283.188538,92.800003,5.88,192.509995,62.119999,8.98,38.470001,13.37,28.9,22.1,19.969999,1308.930054,57.459999,30.99
12-06-2012,11.43,20.577143,65.739998,17.360001,216.419998,11.013824,45.990002,19.345703,10.04,33.807251,27.4,281.494873,94.040001,5.92,194.550003,63.080002,8.99,38.849998,13.93,29.290001,22.190001,20.469999,1324.180054,57.84,31.299999
13-06-2012,11.97,20.434286,67.160004,17.5,214.729996,10.746544,45.150002,19.375,10.29,33.435116,27.27,279.497375,92.720001,5.96,193.100006,64.449997,9.19,38.400002,13.65,29.129999,22.190001,20.59,1314.880005,58.009998,31.58
14-06-2012,12.48,20.411785,66.5,17.605,214.449997,11.16129,45.950001,17.548828,10.45,33.578243,28.290001,278.481171,93.82,5.99,195.100006,65.449997,9.2,38.790001,13.93,29.34,22.559999,20.59,1329.099976,59.25,32.029999
15-06-2012,12.03,20.504642,65.300003,17.290001,218.350006,11.70507,44.93,18.4375,10.26,34.837788,30.01,281.200989,95.660004,5.93,199.100006,66.010002,8.93,38.939999,14.3,30.02,22.610001,20.6,1342.839966,58.900002,32.450001
18-06-2012,12.5,20.920713,67,17.625,222.660004,11.336406,46.310001,17.871094,10.63,33.70229,31.41,284.359161,93.629997,5.95,198.289993,66.300003,9.03,38.849998,13.82,29.84,22.620001,20.424999,1344.780029,59.419998,32.459999
19-06-2012,12.7,20.97893,68.699997,17.879999,224.029999,11.67742,47.84,18.681641,10.91,34.742367,31.91,289.679199,96.370003,6.21,198.929993,66.720001,9.23,39.23,14.26,30.700001,22.709999,21.299999,1357.97998,60.259998,32.959999
20-06-2012,13.03,20.919285,70.449997,18.049999,223.020004,11.935484,48.240002,18.857422,11.21,35.076336,31.6,287.676727,96.550003,6.34,198.779999,67,9.31,39.209999,14.2,30.93,22.67,21.254999,1355.689941,59.599998,32.810001
21-06-2012,13.47,20.631071,69.669998,17.99,220.570007,11.474654,45.23,18.134766,11.23,33.883587,31.84,281.549683,93.900002,6.27,193.389999,66.389999,9.21,39.450001,13.96,30.139999,22.6,21.004999,1325.51001,58.34,32.34
22-06-2012,13.17,20.789286,70.110001,18.065001,222.160004,11.62212,46.599998,18.359375,11.04,34.332062,33.049999,284.672974,93.629997,6.31,193.699997,66.629997,9.21,40.18,14.14,30.700001,22.73,21.184999,1335.02002,59.07,32.810001
25-06-2012,12.65,20.384644,69,17.639999,220.070007,11.124424,46.02,17.666016,10.52,32.662212,32.060001,279.303101,91.220001,6.34,192.860001,66.5,8.76,39.790001,13.48,29.870001,22.469999,20.799999,1313.719971,57.689999,32.220001
26-06-2012,12.88,20.429644,70.43,17.855,225.610001,11.21659,45.939999,17.421875,11.14,32.938931,33.099998,281.285675,91.029999,6.32,191.949997,66.419998,8.87,40.060001,13.51,30.02,22.440001,21.200001,1319.98999,58.799999,32.330002
27-06-2012,13.31,20.517857,69.290001,18.120001,225.619995,11.364056,45.189999,17.421875,11.07,33.70229,32.23,283.587036,93.269997,6.48,193,66.839996,9.14,40.529999,13.91,30.17,22.610001,21.184999,1331.849976,59.290001,32.73
28-06-2012,13.4,20.323214,68.940002,18,221.309998,9.990784,43.73,17.021484,11.16,32.328243,31.360001,281.101349,93.489998,6.57,191.399994,66.940002,9.21,40.68,13.87,29.91,22.530001,21.135,1329.040039,59.599998,32.48
29-06-2012,13.33,20.857143,69.68,17.950001,228.350006,9.493088,44.790001,17.900391,10.95,34.513359,31.1,288.951935,95.860001,6.51,195.580002,67.559998,9.22,41.75,14.59,30.59,23,21.610001,1362.160034,58.5,33.439999
02-07-2012,13.55,21.161428,71.879997,18.215,229.320007,9.926268,44.959999,18.017578,11.12,35.190838,30.77,289.151184,97.129997,6.72,195.830002,68,9.31,41.849998,14.94,30.559999,23,21.655001,1365.51001,56.259998,33.549999
03-07-2012,13.21,21.407499,69.949997,18.375,229.529999,9.714286,46.990002,18.164063,10.76,35.505726,31.200001,292.817444,98.599998,6.63,195.929993,68.040001,9.28,41.810001,15.11,30.76,22.870001,21.719999,1374.02002,54.880001,33.48
05-07-2012,13.47,21.783571,68.760002,18.809999,227.059998,9.631336,46.830002,17.792969,10.63,33.816795,31.469999,296.847351,95.919998,6.69,195.289993,67.779999,9.15,41.630001,14.51,30.700001,22.67,21.415001,1367.579956,55.810001,33.130001
06-07-2012,13.87,21.638571,69.989998,18.98,225.050003,9.465438,46,17.431641,11,32.10878,31.73,291.895905,95.470001,6.76,191.410004,67.639999,9.27,41.509998,14.14,30.190001,22.540001,21.26,1354.680054,55.82,33.049999
09-07-2012,13.49,21.924643,70.660004,18.07,225.050003,9.428572,46.189999,17.324219,10.91,31.917938,32.169998,291.910858,94.470001,6.75,189.669998,67.779999,9.24,42.130001,13.93,30,22.65,21.424999,1352.459961,56.09,33.259998
10-07-2012,13.91,21.721786,70.440002,17.85,219.5,9.456222,44.869999,17.041016,10.72,31.135496,31.469999,289.763885,94.25,6.8,186.259995,67.879997,9.63,41.369999,13.71,29.74,22.440001,21.24,1341.469971,55.700001,32.970001
11-07-2012,14.12,21.586786,72.040001,18.299999,218.369995,9.447004,45.02,17.265625,11.09,31.192749,30.969999,284.528503,95.129997,6.79,185.25,67.900002,9.56,41.209999,13.81,29.299999,22.34,21.389999,1341.449951,56.040001,33.27
12-07-2012,13.97,21.389286,71.230003,18.23,215.360001,9.336406,45.029999,16.894531,10.75,30.391222,30.809999,284.174835,94.019997,6.5,183.089996,67.709999,9.31,42.91,13.55,28.629999,22.67,21.27,1334.76001,54.57,32.849998
13-07-2012,14.45,21.606071,72.989998,18.48,218.389999,9.437788,45.27,17.060547,10.82,30.152672,30.719999,287.183563,97.43,6.73,186.009995,68.610001,9.44,43.470001,14.05,29.389999,22.809999,21.344999,1356.780029,55.200001,33.91
16-07-2012,14.09,21.675358,73.660004,18.629999,216.009995,9.16129,45.049999,17.060547,10.97,29.799618,28.25,286.386566,97.68,6.74,184.789993,68.449997,9.42,43.349998,14.25,29.440001,23.129999,21.625,1353.640015,55.16,34.02
17-07-2012,14.07,21.676428,74,18.615,216.929993,9.262672,47.02,17.285156,10.8,29.818703,28.09,287.288177,97.980003,6.67,183.649994,69,9.39,44.189999,14.34,29.66,23.620001,21.719999,1363.670044,55.900002,34.119999
18-07-2012,13.42,21.652143,73.839996,18.674999,217.470001,9.281106,47.950001,17.919922,10.23,30.085878,29.110001,289.295654,96.510002,6.53,188.25,69.370003,9.42,43.939999,13.99,30.450001,23.67,21.815001,1372.780029,56.349998,33.959999
19-07-2012,12.5,21.940001,71.82,18.245001,226.169998,9.465438,47.970001,17.216797,10,30.085878,29,295.422668,95,6.3,195.339996,69.529999,9.15,43.939999,13.25,30.67,23.799999,22,1376.51001,54.990002,34.150002
20-07-2012,12.01,21.582144,69.870003,17.91,228.289993,9.13364,47.630001,16.572266,9.94,28.673664,28.76,304.269531,94.160004,6.08,192.449997,68.629997,8.86,43.41,12.78,30.120001,23.700001,21.620001,1362.660034,55.41,33.810001
23-07-2012,12.08,21.565357,69.769997,17.780001,226.009995,8.829494,46,16.25,9.66,27.442749,28.75,306.605774,93.160004,6.14,190.830002,68.110001,8.71,43.27,12.64,29.280001,23.6,21.290001,1350.52002,54.509998,33.439999
24-07-2012,11.59,21.461428,68.400002,17.344999,223.039993,8.608294,46,15.820313,9.33,26.87977,28.450001,302.650604,94.470001,6.03,190.339996,67.349998,8.66,42.689999,12.62,29.15,23.379999,20.985001,1338.310059,54.900002,33.23
25-07-2012,11.15,20.534643,68.220001,17.225,217.050003,8.580646,47.009998,15.898438,9.47,26.087786,29.34,302.859802,95.959999,5.88,191.080002,67.529999,8.47,42.619999,12.96,28.83,23.33,21.309999,1337.890015,52.48,33.16
26-07-2012,11.19,20.531429,69.199997,17.309999,220.009995,8.930876,47.68,16.308594,9.41,27.557251,26.85,305.53479,98.059998,6.07,193.949997,68.739998,8.68,43.330002,13,29.16,23.49,21.445,1360.02002,52.009998,33.779999
27-07-2012,11.35,20.898571,69.93,17.540001,237.320007,9.732718,49.119999,17.470703,9.42,29.351145,23.709999,316.294464,101.639999,6.29,196.389999,69.519997,8.9,45.099998,13.49,29.76,23.83,21.605,1385.969971,53.34,34.150002
30-07-2012,11.29,21.251072,69.379997,17.469999,236.089996,9.788018,48.639999,16.738281,9.47,28.893129,23.15,314.969421,100.879997,6.4,196.679993,69.449997,9.15,44.48,13.51,29.639999,23.709999,21.68,1385.300049,53.259998,33.959999
31-07-2012,11.46,21.812857,71.059998,17.424999,233.300003,9.640553,47.560001,16.660156,9.65,28.950382,21.709999,315.303162,100.900002,6.37,195.979996,69.220001,9.19,44.169998,13.66,29.469999,24.040001,22.18,1379.319946,51.09,33.810001
01-08-2012,10.83,21.671785,66.5,16.985001,232.089996,9.612904,46.889999,16.533203,9.48,28.435114,20.879999,315.158722,100.089996,6.18,195.179993,69.379997,9.18,44.279999,13.51,29.41,23.940001,22.07,1375.319946,51.209999,33.900002
02-08-2012,10.68,21.706785,68.919998,16.889999,230.809998,9.262672,46.93,15.820313,9.23,27.051527,20.040001,313.20105,97.809998,6.15,194.449997,68.449997,8.94,43.91,13.03,29.190001,23.92,22.110001,1365,51.099998,33.34
03-08-2012,10.89,21.989286,68.800003,17.215,234.970001,9.834102,47.93,16.796875,9.29,29.770992,21.09,319.46756,100.980003,6.38,198.520004,69.120003,9.13,44.150002,13.78,29.75,24.280001,22.5,1390.98999,51.610001,34.34
06-08-2012,10.81,22.233929,69.07,17.424999,233.990005,10.101382,48.110001,17.070313,9.37,29.80916,21.92,320.209778,102.019997,6.53,198.759995,68.839996,9.26,44.490002,14.14,29.950001,24.26,22.299999,1394.22998,51,34
07-08-2012,9.94,22.175358,68.959999,17.415001,236.559998,10.258064,49.580002,17.246094,9.32,30.171755,20.719999,319.074036,103.239998,6.26,199.929993,68.290001,9.09,44,14.5,30.26,23.74,22.4,1401.349976,52.540001,33.959999
08-08-2012,10.4,22.137857,70.080002,17.290001,234.380005,10.313364,50.360001,17.1875,9.39,30.152672,20.719999,319.915863,102.5,6.29,199.029999,68.349998,9.1,44.060001,14.57,30.33,23.83,22.325001,1402.219971,52.73,33.82
09-08-2012,10.05,22.168928,66.980003,17.155001,234.059998,10.331798,49.959999,17.128906,9.07,30.152672,21.01,319.975647,103.599998,6.12,198.419998,68.32,9.04,44.279999,14.71,30.5,23.870001,22.334999,1402.800049,52.02,33.82
10-08-2012,10.07,22.203571,66.790001,17.09,232.75,10.617512,50.360001,17.167969,9.06,29.933207,21.809999,319.8013,103.019997,6.12,199.289993,68.639999,9.07,44.57,14.61,30.42,23.940001,22.360001,1405.869995,51.900002,33.830002
13-08-2012,10.12,22.5,67.900002,17.049999,232.440002,10.589862,49.959999,17.324219,9.26,29.589695,21.6,328.772675,103.610001,6.07,199.009995,68.459999,9.12,44.419998,14.55,30.389999,23.719999,22.495001,1404.109985,51.900002,33.959999
14-08-2012,10.12,22.560358,67.239998,16.985001,233.190002,10.626728,50.759998,17.041016,9.28,29.284351,20.379999,333.081543,103.260002,6.17,198.289993,68.639999,9.01,44.41,14.39,30.129999,23.98,22.559999,1403.930054,51.970001,33.959999
15-08-2012,10.15,22.529642,67.779999,17.055,237.419998,10.571428,51.27,16.992188,9.26,29.37023,21.200001,332.523621,103.129997,6.11,198.399994,68.349998,9.02,44.060001,14.58,30.200001,24.040001,22.514999,1405.530029,52.82,33.970001
16-08-2012,9.91,22.726429,67.830002,17.094999,241.550003,10.820276,50.610001,17.480469,9.03,30.543894,19.870001,335.17868,103.489998,6.1,200.839996,68.199997,9.07,43.939999,14.59,30.780001,24.02,22.6,1415.51001,53.389999,34.130001
17-08-2012,10.08,23.146786,68.93,17.09,241.169998,11.124424,51.900002,17.822266,9.13,31.412214,19.049999,337.305695,103.599998,6.19,201.220001,67.800003,9.13,43.34,14.59,30.9,23.790001,22.6,1418.160034,53.130001,34.029999
20-08-2012,10.59,23.755358,70.010002,17.385,240.350006,11.050692,52.52,17.666016,9.46,31.192749,20.01,336.508698,105.279999,6.43,200.5,67.699997,9.44,43.75,14.83,30.74,23.91,22.4,1418.130005,53.200001,34.07
21-08-2012,11.42,23.430714,68.730003,17.41,239.449997,11.336406,52.32,18.242188,9.71,32.509541,19.16,333.504944,105.32,6.32,198.649994,67.779999,9.46,42.939999,14.89,30.799999,23.690001,22.5,1413.170044,53.419998,34.380001
22-08-2012,11.61,23.888214,67.870003,17.235001,243.100006,11.382488,52.07,18.623047,9.53,32.853054,19.440001,337.325623,104.669998,6.36,197.25,67.75,9.32,42.91,14.86,30.540001,23.700001,22.645,1413.48999,53.970001,34.18
23-08-2012,11.04,23.665358,66.900002,17.02,241.199997,11.10599,51.25,18.779297,9.15,32.767174,19.440001,337.136322,104.080002,6.18,195.699997,67.739998,9.3,42.799999,14.5,30.26,23.74,22.555,1402.079956,53.919998,33.919998
24-08-2012,11.11,23.686428,66.690002,17.035,245.740005,10.930876,52.099998,18.759766,9.11,32.490459,19.41,338.047913,104.959999,6.23,197.770004,67.599998,9.21,43.119999,14.56,30.559999,24.01,22.855,1411.130005,54.16,34.040001
27-08-2012,11.04,24.131428,67.010002,16.955,243.919998,10.976958,51.709999,18.603516,9.06,33.034351,19.15,333.360474,105.120003,6.24,195.690002,67.489998,9.07,43.049999,14.53,30.690001,23.889999,22.93,1410.439941,54.610001,34.02
28-08-2012,10.81,24.1,66.169998,16.790001,246.110001,10.949308,51.52,18.671875,8.7,32.738548,19.34,337.360504,105.029999,6.03,194.869995,67.510002,8.98,42.830002,14.6,30.629999,23.85,22.879999,1409.300049,54.330002,34.099998
29-08-2012,10.45,24.0525,66.050003,16.75,247.119995,10.829494,51.75,18.417969,8.61,32.757633,19.1,342.720398,105.529999,5.81,195.080002,67.370003,8.89,43.060001,14.81,30.65,23.959999,22.65,1410.48999,54.639999,34.07
30-08-2012,10.4,23.709642,66.330002,16.775,246.220001,10.645162,51.189999,18.134766,8.55,32.309162,19.09,339.56723,104.720001,5.93,193.369995,67.209999,8.96,43.119999,14.9,30.32,23.84,22.5,1399.47998,54.689999,33.869999
31-08-2012,10.66,23.758572,66.239998,16.775,248.270004,10.718894,51.27,18.808594,8.65,33.816795,18.059999,341.265839,105.720001,5.93,194.850006,67.43,8.94,43.049999,15,30.82,23.860001,22.75,1406.579956,54.299999,34.029999
04-09-2012,10.45,24.106071,65.82,16.745001,247.880005,10.589862,58.779999,18.457031,8.56,33.234734,17.73,339.248413,106.410004,5.72,194.539993,67.260002,8.85,43.25,15.51,30.389999,23.780001,22.745001,1404.939941,54.560001,33.799999
05-09-2012,11.22,23.936787,66.970001,16.915001,246.220001,10.617512,59.299999,18.789063,8.88,33.520992,18.58,339.08902,109.940002,5.75,195.039993,67.269997,9.09,43.439999,15.68,30.389999,23.92,22.745001,1403.439941,54.279999,33.75
06-09-2012,11.42,24.1525,67.25,17.18,251.380005,11.345622,60.189999,19.863281,9.2,35.887405,18.959999,348.394135,113.540001,5.73,199.100006,67.839996,9.21,44.240002,16.25,31.35,24.34,23.290001,1432.119995,54.889999,34.84
07-09-2012,12.14,24.301428,66.260002,17.395,259.140015,12.138248,59.470001,20.664063,9.28,38.339695,18.98,351.756531,116.330002,5.65,199.5,67.879997,9.19,44.049999,17.08,30.950001,24.24,23.575001,1437.920044,54.880001,35
10-09-2012,12,23.669285,65.589996,17.41,257.089996,12.073732,59.150002,20.488281,9.38,38.339695,18.809999,349.076569,114.68,5.79,200.949997,68.18,9.15,44.259998,16.610001,30.719999,24.1,23.15,1429.079956,53.740002,34.59
11-09-2012,11.62,23.592501,65.050003,17.23,255.669998,12.645162,58.040001,20.986328,9.28,40.667938,19.43,344.802582,116.690002,5.79,203.270004,68.199997,8.95,44.330002,17.25,30.790001,24.17,23.424999,1433.560059,52.799999,34.150002
12-09-2012,11.82,23.921072,66.150002,17.360001,255.630005,12.801844,58.400002,22.021484,9.5,40.486641,20.93,344.150055,118.239998,5.86,203.770004,68.150002,9.18,44.529999,17.42,30.780001,24.07,23.264999,1436.560059,52.82,34.330002
13-09-2012,11.25,24.392143,66.129997,17.434999,260.23999,13.225806,58.639999,22.294922,9.45,40.90649,20.709999,351.701721,120.669998,5.93,206.360001,68.989998,9.11,44.66,17.9,30.940001,24.25,23.575001,1459.98999,53.889999,35.549999
14-09-2012,10.53,24.688572,64.489998,17.290001,261.269989,13.64977,56.369999,22.568359,9.27,42.232826,22,353.514954,121.360001,5.82,206.809998,68.470001,9.07,43.619999,18.24,31.209999,23.799999,23.629999,1465.77002,54.25,36.130001
17-09-2012,10.56,24.992144,62.990002,17.209999,258,13.603686,55.900002,22.841797,9.23,42.261452,21.52,353.664368,119.900002,5.86,207.149994,68.25,9.05,44,17.799999,31.209999,24.02,23.674999,1461.189941,54.48,35.330002
18-09-2012,10.31,25.068214,63.139999,17.040001,258.75,13.428572,55.540001,22.451172,8.96,40.515266,21.870001,357.798889,119.879997,5.71,207.070007,68.550003,8.92,44.080002,17.629999,31.18,24.01,23.735001,1459.319946,55.130001,35.439999
19-09-2012,10.97,25.075001,65.209999,17.254999,261.679993,13.576036,55.689999,22.470703,9.37,40.753819,23.290001,362.391663,119.019997,5.83,206.429993,68.599998,9.06,44.509998,17.57,31.049999,24.16,24.040001,1461.050049,54.950001,35.25
20-09-2012,10.68,24.953571,64.400002,17.059999,260.809998,13.345622,55.689999,22.148438,9.15,40.286259,22.59,362.7005,117.629997,5.77,206.179993,68.900002,8.94,44.889999,17.209999,31.450001,24.41,23.815001,1460.26001,54.939999,35.200001
21-09-2012,10.67,25.003214,63.939999,16.860001,257.470001,13.290322,55.110001,22.34375,9.07,40.696564,22.860001,365.624542,116.720001,5.79,205.979996,69.059998,8.84,44.91,17.08,31.190001,24.52,24.07,1460.150024,56.18,34.970001
24-09-2012,10.51,24.671072,63.759998,16.815001,254.800003,13.13364,54.98,22.03125,9.13,40.505726,20.790001,373.290802,116.599998,5.74,205.289993,69,8.89,45.139999,17.040001,30.780001,24.75,23.915001,1456.890015,55.98,35.099998
25-09-2012,10.28,24.055,64.260002,16.834999,252.460007,12.995392,55.48,21.591797,9.02,39.532444,20.280001,373.181213,113.5,5.65,204.979996,69.32,8.84,45.110001,16.6,30.389999,24.84,23.815001,1441.589966,56.200001,34.720001
26-09-2012,10.5,23.756428,64.879997,17.870001,249.669998,12.764977,55.27,20.966797,9.16,37.767174,20.620001,375.323212,113.080002,5.63,204,69,8.92,45.009998,16.43,30.17,24.83,23.594999,1433.319946,55.779999,34.419998
27-09-2012,10.36,24.332857,63.810001,17.764999,256.589996,13.078341,55.59,21.191406,9.23,38.645039,20.32,376.837524,115.230003,5.72,205.910004,69.010002,8.88,45.23,16.84,30.16,24.959999,23.915001,1447.150024,56.240002,34.759998
28-09-2012,10.46,23.825001,63.360001,17.530001,254.320007,12.78341,55.27,20.654297,9.16,37.833969,21.66,375.841248,113.68,5.59,207.449997,68.910004,8.77,45.099998,16.74,29.76,24.85,23.495001,1440.670044,55.41,34.529999
01-10-2012,10.75,23.549643,65.029999,17.584999,252.009995,13.032258,56.16,21.162109,9.47,38.36832,21.99,379.467651,116.860001,5.56,210.470001,69.129997,8.86,45.220001,16.790001,29.49,25.040001,23.955,1444.48999,56.459999,34.700001
02-10-2012,10.88,23.618214,64.639999,17.84,250.600006,13.041474,55.869999,21.503906,9.77,38.969467,22.27,377.081604,117.25,5.56,209.839996,68.959999,8.98,45.470001,16.91,29.66,25.120001,24.025,1445.75,56.799999,34.82
03-10-2012,11.78,23.980356,66.019997,18.205,255.919998,13.032258,56.950001,21.5625,10.16,39.809162,21.83,379.826324,117.910004,5.82,210.509995,69,9.14,45.779999,17.030001,29.860001,25.32,23.934999,1450.98999,56.860001,35.439999
04-10-2012,11.67,23.814285,66.82,18.145,260.470001,13.290322,56.939999,22.041016,10.14,40.39122,21.950001,382.590942,119.900002,5.89,210.389999,69.269997,9.1,46.119999,17.469999,30.030001,25.35,24.4,1461.400024,57.970001,35.970001
05-10-2012,11.66,23.306786,67.379997,18.26,258.51001,13.364056,56.700001,22.041016,10.28,40.295803,20.91,382.391693,119.309998,5.82,210.589996,69.650002,8.97,46.279999,17.5,29.85,25.52,24.549999,1460.930054,57.130001,35.84
08-10-2012,11.57,22.791786,67.410004,18.475,259.059998,13.142858,56.52,21.71875,10.13,39.904579,20.4,377.505005,119.459999,5.7,209.820007,69.440002,8.86,46.34,17.450001,29.780001,25.4,24.705,1455.880005,57.599998,35.799999
09-10-2012,11.3,22.708929,67.010002,18.215,250.960007,12.986176,55.889999,21.308594,9.89,38.969467,20.23,370.655701,119.629997,5.34,207.990005,68.410004,8.75,46.169998,17.35,29.280001,25.309999,24.365,1441.47998,57.470001,35.099998
10-10-2012,11.34,22.889643,68.120003,18.285,244.990005,13.16129,55.259998,21.552734,9.84,39.284351,19.639999,370.889801,120.080002,5.3,205.820007,68.220001,8.77,45.599998,17.4,28.98,25.16,24.15,1432.560059,57.110001,35.23
11-10-2012,11.17,22.432142,68.449997,18.280001,244.220001,13.658986,56.040001,22.050781,9.75,40.687023,19.75,374.336884,121.989998,5.31,205.759995,67.970001,8.71,45.450001,17.860001,28.950001,25.120001,24.215,1432.839966,57.66,35.18
12-10-2012,11.36,22.489643,68.68,18.41,242.360001,13.62212,55.740002,21.904297,10.02,40.028625,19.52,370.984467,120.199997,5.37,207.800003,67.970001,8.84,45.619999,17.309999,29.200001,25.120001,24.434999,1428.589966,57.07,34.25
15-10-2012,11.42,22.67,69.809998,18.549999,244.179993,14.1106,56.349998,22.519531,10.11,41.078243,19.52,369.106506,124.5,5.45,208.929993,68.599998,8.89,46.59,17.75,29.51,25.57,24.785,1440.130005,57.490002,33.900002
16-10-2012,11.58,23.206785,69.720001,18.73,243.940002,14.562212,57.669998,23.066406,9.99,42.958015,19.48,370.959564,123.220001,5.39,211,69.550003,8.88,47.169998,17.870001,29.49,25.799999,25,1454.920044,56.880001,33.73
17-10-2012,11.62,23.021786,68.910004,18.885,247.490005,14.543778,58.610001,23.515625,10.19,44.13168,19.879999,376.334412,124.919998,5.43,200.630005,71,8.95,47.389999,18.49,29.59,25.84,25.030001,1460.910034,55.990002,34.470001
18-10-2012,11.72,22.594286,69.489998,19.084999,244.850006,14.248848,58.07,23.671875,10.21,44.246181,18.98,346.202362,125.150002,5.32,194.960007,72.519997,8.98,47.959999,17.790001,29.5,26.040001,25.275,1457.339966,56.009998,34.57
19-10-2012,11.47,21.780001,68.769997,18.885,240,13.741936,56.439999,22.939453,10,42.442749,19,339.622009,123.620003,5.22,193.360001,71.860001,8.88,47.029999,17.530001,28.639999,25.76,25.174999,1433.189941,55.66,34.34
22-10-2012,11.92,22.643929,69,19.040001,233.779999,13.97235,55.990002,23.017578,10.14,43.187023,19.32,338.067841,122.769997,5.25,194.399994,71.779999,8.83,46.48,17.450001,28,25.6,25.075001,1433.819946,56.540001,34.5
23-10-2012,12.09,21.905714,69.68,19.110001,234.309998,13.732718,54.619999,22.412109,10.15,41.67939,19.5,338.904694,119,5.37,191.25,70.889999,8.79,45.889999,17.110001,28.049999,25.190001,24.41,1413.109985,56.18,33.869999
24-10-2012,12.37,22.029642,68.639999,19.174999,228.490005,13.548388,55.02,22.089844,10.04,41.326336,23.23,337.385406,119.769997,5.74,190.720001,70.739998,8.75,45.880001,17.18,27.9,25.309999,24.25,1408.75,55.919998,33.720001
25-10-2012,11.97,21.769285,70.620003,19.084999,222.919998,13.843318,55.27,22.324219,9.64,41.488548,22.559999,337.614532,119.720001,5.82,191.600006,71.139999,8.83,46.299999,17.1,27.879999,25.610001,24.389999,1412.969971,56.209999,34.060001
26-10-2012,11.92,21.571428,71.800003,19.145,238.240005,13.751152,55.619999,22.021484,9.64,41.765266,21.940001,336.314423,119.440002,5.75,193.270004,70.900002,8.74,46.150002,17.040001,28.209999,25.43,24.370001,1411.939941,55.779999,33.970001
