Date,Close,Abbv,Industry
24-06-2016,56.490002,ALK,Aviation
27-06-2016,55.66,ALK,Aviation
28-06-2016,56.709999,ALK,Aviation
29-06-2016,57.689999,ALK,Aviation
30-06-2016,58.290001,ALK,Aviation
01-07-2016,58.740002,ALK,Aviation
05-07-2016,58.630001,ALK,Aviation
06-07-2016,58.540001,ALK,Aviation
07-07-2016,59.470001,ALK,Aviation
08-07-2016,59.860001,ALK,Aviation
11-07-2016,60.16,ALK,Aviation
12-07-2016,63.25,ALK,Aviation
13-07-2016,63.169998,ALK,Aviation
14-07-2016,64.860001,ALK,Aviation
15-07-2016,65.040001,ALK,Aviation
18-07-2016,64.239998,ALK,Aviation
19-07-2016,63.869999,ALK,Aviation
20-07-2016,63.490002,ALK,Aviation
21-07-2016,64.709999,ALK,Aviation
22-07-2016,64.599998,ALK,Aviation
25-07-2016,65.400002,ALK,Aviation
26-07-2016,66.529999,ALK,Aviation
27-07-2016,67.870003,ALK,Aviation
28-07-2016,68.459999,ALK,Aviation
29-07-2016,67.220001,ALK,Aviation
01-08-2016,67.650002,ALK,Aviation
02-08-2016,64.889999,ALK,Aviation
03-08-2016,65.099998,ALK,Aviation
04-08-2016,65.099998,ALK,Aviation
05-08-2016,66.230003,ALK,Aviation
08-08-2016,65.860001,ALK,Aviation
09-08-2016,64.989998,ALK,Aviation
10-08-2016,64.839996,ALK,Aviation
11-08-2016,66.110001,ALK,Aviation
12-08-2016,65.379997,ALK,Aviation
15-08-2016,66.120003,ALK,Aviation
16-08-2016,66,ALK,Aviation
17-08-2016,67.349998,ALK,Aviation
18-08-2016,67.699997,ALK,Aviation
19-08-2016,67.07,ALK,Aviation
22-08-2016,66.860001,ALK,Aviation
23-08-2016,67.349998,ALK,Aviation
24-08-2016,67.919998,ALK,Aviation
25-08-2016,68.339996,ALK,Aviation
26-08-2016,67.269997,ALK,Aviation
29-08-2016,67.040001,ALK,Aviation
30-08-2016,67.550003,ALK,Aviation
31-08-2016,67.529999,ALK,Aviation
01-09-2016,67.260002,ALK,Aviation
02-09-2016,68.209999,ALK,Aviation
06-09-2016,69,ALK,Aviation
07-09-2016,71.029999,ALK,Aviation
08-09-2016,71.32,ALK,Aviation
09-09-2016,68.860001,ALK,Aviation
12-09-2016,69.790001,ALK,Aviation
13-09-2016,68.32,ALK,Aviation
14-09-2016,66.650002,ALK,Aviation
15-09-2016,66.809998,ALK,Aviation
16-09-2016,65.699997,ALK,Aviation
19-09-2016,65.690002,ALK,Aviation
20-09-2016,65.5,ALK,Aviation
21-09-2016,66.699997,ALK,Aviation
22-09-2016,66.040001,ALK,Aviation
23-09-2016,65.769997,ALK,Aviation
26-09-2016,64.599998,ALK,Aviation
27-09-2016,65.989998,ALK,Aviation
28-09-2016,66.199997,ALK,Aviation
29-09-2016,65.309998,ALK,Aviation
30-09-2016,65.860001,ALK,Aviation
03-10-2016,67.089996,ALK,Aviation
04-10-2016,68.709999,ALK,Aviation
05-10-2016,68.309998,ALK,Aviation
06-10-2016,69.089996,ALK,Aviation
07-10-2016,68.110001,ALK,Aviation
10-10-2016,69.910004,ALK,Aviation
11-10-2016,69.330002,ALK,Aviation
12-10-2016,70.43,ALK,Aviation
13-10-2016,72.959999,ALK,Aviation
14-10-2016,72.309998,ALK,Aviation
17-10-2016,71.940002,ALK,Aviation
18-10-2016,72.110001,ALK,Aviation
19-10-2016,73.459999,ALK,Aviation
20-10-2016,75.290001,ALK,Aviation
21-10-2016,74.559998,ALK,Aviation
24-10-2016,73.610001,ALK,Aviation
25-10-2016,72.400002,ALK,Aviation
26-10-2016,71.129997,ALK,Aviation
27-10-2016,71.120003,ALK,Aviation
28-10-2016,71.779999,ALK,Aviation
31-10-2016,72.220001,ALK,Aviation
01-11-2016,71.43,ALK,Aviation
02-11-2016,70.959999,ALK,Aviation
03-11-2016,69.660004,ALK,Aviation
04-11-2016,70.260002,ALK,Aviation
07-11-2016,72.57,ALK,Aviation
08-11-2016,72.709999,ALK,Aviation
09-11-2016,73.18,ALK,Aviation
10-11-2016,74.970001,ALK,Aviation
11-11-2016,75.230003,ALK,Aviation
14-11-2016,77.830002,ALK,Aviation
15-11-2016,78.239998,ALK,Aviation
16-11-2016,77.769997,ALK,Aviation
17-11-2016,78.849998,ALK,Aviation
18-11-2016,79.470001,ALK,Aviation
21-11-2016,78.779999,ALK,Aviation
22-11-2016,81.529999,ALK,Aviation
23-11-2016,82.959999,ALK,Aviation
25-11-2016,82.75,ALK,Aviation
28-11-2016,82.43,ALK,Aviation
29-11-2016,82.779999,ALK,Aviation
30-11-2016,82.269997,ALK,Aviation
01-12-2016,82.860001,ALK,Aviation
02-12-2016,84.830002,ALK,Aviation
05-12-2016,83.120003,ALK,Aviation
06-12-2016,84.800003,ALK,Aviation
07-12-2016,87.669998,ALK,Aviation
08-12-2016,88.550003,ALK,Aviation
09-12-2016,89.769997,ALK,Aviation
12-12-2016,86.730003,ALK,Aviation
13-12-2016,86.870003,ALK,Aviation
14-12-2016,86.379997,ALK,Aviation
15-12-2016,90.120003,ALK,Aviation
16-12-2016,88.730003,ALK,Aviation
19-12-2016,90.330002,ALK,Aviation
20-12-2016,91.559998,ALK,Aviation
21-12-2016,91.120003,ALK,Aviation
22-12-2016,89.099998,ALK,Aviation
23-12-2016,90.43,ALK,Aviation
27-12-2016,90.540001,ALK,Aviation
28-12-2016,88.690002,ALK,Aviation
29-12-2016,88.529999,ALK,Aviation
30-12-2016,88.730003,ALK,Aviation
03-01-2017,88,ALK,Aviation
04-01-2017,89.18,ALK,Aviation
05-01-2017,87.760002,ALK,Aviation
06-01-2017,86.980003,ALK,Aviation
09-01-2017,87.470001,ALK,Aviation
10-01-2017,92,ALK,Aviation
11-01-2017,93.800003,ALK,Aviation
12-01-2017,93.260002,ALK,Aviation
13-01-2017,94.32,ALK,Aviation
17-01-2017,93.410004,ALK,Aviation
18-01-2017,92.93,ALK,Aviation
19-01-2017,94.220001,ALK,Aviation
20-01-2017,94.709999,ALK,Aviation
23-01-2017,93.07,ALK,Aviation
24-01-2017,92.860001,ALK,Aviation
25-01-2017,93.379997,ALK,Aviation
26-01-2017,95.900002,ALK,Aviation
27-01-2017,95.129997,ALK,Aviation
30-01-2017,94.160004,ALK,Aviation
31-01-2017,93.82,ALK,Aviation
01-02-2017,93.629997,ALK,Aviation
02-02-2017,94.529999,ALK,Aviation
03-02-2017,94.089996,ALK,Aviation
06-02-2017,95.120003,ALK,Aviation
07-02-2017,94.099998,ALK,Aviation
08-02-2017,97.199997,ALK,Aviation
09-02-2017,98.410004,ALK,Aviation
10-02-2017,97.349998,ALK,Aviation
13-02-2017,98.019997,ALK,Aviation
14-02-2017,96.300003,ALK,Aviation
15-02-2017,96.959999,ALK,Aviation
16-02-2017,96.690002,ALK,Aviation
17-02-2017,96.599998,ALK,Aviation
21-02-2017,96.610001,ALK,Aviation
22-02-2017,97.25,ALK,Aviation
23-02-2017,95.889999,ALK,Aviation
24-02-2017,97.010002,ALK,Aviation
27-02-2017,97.839996,ALK,Aviation
28-02-2017,97.82,ALK,Aviation
01-03-2017,100.239998,ALK,Aviation
02-03-2017,96.360001,ALK,Aviation
03-03-2017,98.940002,ALK,Aviation
06-03-2017,96.629997,ALK,Aviation
07-03-2017,95.120003,ALK,Aviation
08-03-2017,95.199997,ALK,Aviation
09-03-2017,94.779999,ALK,Aviation
10-03-2017,96.610001,ALK,Aviation
13-03-2017,96.580002,ALK,Aviation
14-03-2017,94.5,ALK,Aviation
15-03-2017,95.360001,ALK,Aviation
16-03-2017,94.139999,ALK,Aviation
17-03-2017,93.360001,ALK,Aviation
20-03-2017,94.82,ALK,Aviation
21-03-2017,92.110001,ALK,Aviation
22-03-2017,92.919998,ALK,Aviation
23-03-2017,94.050003,ALK,Aviation
24-03-2017,94.699997,ALK,Aviation
27-03-2017,95,ALK,Aviation
28-03-2017,96.330002,ALK,Aviation
29-03-2017,94.300003,ALK,Aviation
30-03-2017,93.660004,ALK,Aviation
31-03-2017,92.220001,ALK,Aviation
03-04-2017,92.370003,ALK,Aviation
04-04-2017,90.220001,ALK,Aviation
05-04-2017,90.050003,ALK,Aviation
06-04-2017,89.43,ALK,Aviation
07-04-2017,89.169998,ALK,Aviation
10-04-2017,89.040001,ALK,Aviation
11-04-2017,88.839996,ALK,Aviation
12-04-2017,88.660004,ALK,Aviation
13-04-2017,86.330002,ALK,Aviation
17-04-2017,86.910004,ALK,Aviation
18-04-2017,86.529999,ALK,Aviation
19-04-2017,87.190002,ALK,Aviation
20-04-2017,88.370003,ALK,Aviation
21-04-2017,89.110001,ALK,Aviation
24-04-2017,90.68,ALK,Aviation
25-04-2017,91.419998,ALK,Aviation
26-04-2017,88.25,ALK,Aviation
27-04-2017,84.93,ALK,Aviation
28-04-2017,85.089996,ALK,Aviation
01-05-2017,84.419998,ALK,Aviation
02-05-2017,86.489998,ALK,Aviation
03-05-2017,86.599998,ALK,Aviation
04-05-2017,85.43,ALK,Aviation
05-05-2017,85.239998,ALK,Aviation
08-05-2017,83.529999,ALK,Aviation
09-05-2017,84.209999,ALK,Aviation
10-05-2017,83.190002,ALK,Aviation
11-05-2017,83.650002,ALK,Aviation
12-05-2017,83.589996,ALK,Aviation
15-05-2017,84.870003,ALK,Aviation
16-05-2017,84.730003,ALK,Aviation
17-05-2017,82.190002,ALK,Aviation
18-05-2017,83.040001,ALK,Aviation
19-05-2017,84.57,ALK,Aviation
22-05-2017,85.279999,ALK,Aviation
23-05-2017,85.779999,ALK,Aviation
24-05-2017,84.540001,ALK,Aviation
25-05-2017,86.580002,ALK,Aviation
26-05-2017,86.620003,ALK,Aviation
30-05-2017,85.809998,ALK,Aviation
31-05-2017,87.050003,ALK,Aviation
01-06-2017,88.230003,ALK,Aviation
02-06-2017,89.309998,ALK,Aviation
05-06-2017,89.300003,ALK,Aviation
06-06-2017,89.199997,ALK,Aviation
07-06-2017,91.690002,ALK,Aviation
08-06-2017,90.540001,ALK,Aviation
09-06-2017,89.93,ALK,Aviation
12-06-2017,89.040001,ALK,Aviation
13-06-2017,88.910004,ALK,Aviation
14-06-2017,89.169998,ALK,Aviation
15-06-2017,88.410004,ALK,Aviation
16-06-2017,88.739998,ALK,Aviation
19-06-2017,90.769997,ALK,Aviation
20-06-2017,89.389999,ALK,Aviation
21-06-2017,90.830002,ALK,Aviation
22-06-2017,91.019997,ALK,Aviation
23-06-2017,91.629997,ALK,Aviation
26-06-2017,90.870003,ALK,Aviation
27-06-2017,88.919998,ALK,Aviation
28-06-2017,88.410004,ALK,Aviation
29-06-2017,89.099998,ALK,Aviation
30-06-2017,89.760002,ALK,Aviation
03-07-2017,90.220001,ALK,Aviation
05-07-2017,91.279999,ALK,Aviation
06-07-2017,91.400002,ALK,Aviation
07-07-2017,93.889999,ALK,Aviation
10-07-2017,92.940002,ALK,Aviation
11-07-2017,91.57,ALK,Aviation
12-07-2017,94.629997,ALK,Aviation
13-07-2017,93.739998,ALK,Aviation
14-07-2017,92.629997,ALK,Aviation
17-07-2017,92.080002,ALK,Aviation
18-07-2017,90.75,ALK,Aviation
19-07-2017,90.269997,ALK,Aviation
20-07-2017,89.099998,ALK,Aviation
21-07-2017,88.25,ALK,Aviation
24-07-2017,87.010002,ALK,Aviation
25-07-2017,87.129997,ALK,Aviation
26-07-2017,87.720001,ALK,Aviation
27-07-2017,87.980003,ALK,Aviation
28-07-2017,86.32,ALK,Aviation
31-07-2017,85.230003,ALK,Aviation
01-08-2017,85.510002,ALK,Aviation
02-08-2017,85.639999,ALK,Aviation
03-08-2017,84.989998,ALK,Aviation
04-08-2017,85.870003,ALK,Aviation
07-08-2017,86,ALK,Aviation
08-08-2017,85.150002,ALK,Aviation
09-08-2017,84.339996,ALK,Aviation
10-08-2017,83.790001,ALK,Aviation
11-08-2017,84.470001,ALK,Aviation
14-08-2017,85.089996,ALK,Aviation
15-08-2017,83.910004,ALK,Aviation
16-08-2017,83.809998,ALK,Aviation
17-08-2017,80.019997,ALK,Aviation
18-08-2017,78.449997,ALK,Aviation
21-08-2017,77.980003,ALK,Aviation
22-08-2017,77.110001,ALK,Aviation
23-08-2017,74.910004,ALK,Aviation
24-08-2017,73.519997,ALK,Aviation
25-08-2017,75.529999,ALK,Aviation
28-08-2017,74.309998,ALK,Aviation
29-08-2017,74.379997,ALK,Aviation
30-08-2017,74.129997,ALK,Aviation
31-08-2017,74.660004,ALK,Aviation
01-09-2017,75.150002,ALK,Aviation
05-09-2017,73.050003,ALK,Aviation
06-09-2017,73.68,ALK,Aviation
07-09-2017,73.160004,ALK,Aviation
08-09-2017,74.300003,ALK,Aviation
11-09-2017,75.589996,ALK,Aviation
12-09-2017,76.32,ALK,Aviation
13-09-2017,76.209999,ALK,Aviation
14-09-2017,77.489998,ALK,Aviation
15-09-2017,75.279999,ALK,Aviation
18-09-2017,73.07,ALK,Aviation
19-09-2017,72.239998,ALK,Aviation
20-09-2017,73,ALK,Aviation
21-09-2017,72.910004,ALK,Aviation
22-09-2017,74.75,ALK,Aviation
25-09-2017,74.790001,ALK,Aviation
26-09-2017,74.959999,ALK,Aviation
27-09-2017,75.099998,ALK,Aviation
28-09-2017,75.870003,ALK,Aviation
29-09-2017,76.269997,ALK,Aviation
02-10-2017,77.029999,ALK,Aviation
03-10-2017,80.150002,ALK,Aviation
04-10-2017,80.839996,ALK,Aviation
05-10-2017,79.75,ALK,Aviation
06-10-2017,80.559998,ALK,Aviation
09-10-2017,80.410004,ALK,Aviation
10-10-2017,80.68,ALK,Aviation
11-10-2017,81.519997,ALK,Aviation
12-10-2017,80.400002,ALK,Aviation
13-10-2017,80.959999,ALK,Aviation
16-10-2017,80.470001,ALK,Aviation
17-10-2017,80.519997,ALK,Aviation
18-10-2017,80.43,ALK,Aviation
19-10-2017,78.830002,ALK,Aviation
20-10-2017,79.690002,ALK,Aviation
23-10-2017,78.739998,ALK,Aviation
24-10-2017,79.389999,ALK,Aviation
25-10-2017,68.919998,ALK,Aviation
26-10-2017,65.379997,ALK,Aviation
27-10-2017,66.580002,ALK,Aviation
30-10-2017,66.459999,ALK,Aviation
31-10-2017,66.029999,ALK,Aviation
01-11-2017,65.779999,ALK,Aviation
02-11-2017,63.650002,ALK,Aviation
03-11-2017,63.650002,ALK,Aviation
06-11-2017,63.939999,ALK,Aviation
07-11-2017,62.200001,ALK,Aviation
08-11-2017,62.080002,ALK,Aviation
09-11-2017,62.380001,ALK,Aviation
10-11-2017,62.419998,ALK,Aviation
13-11-2017,61.720001,ALK,Aviation
14-11-2017,61.68,ALK,Aviation
15-11-2017,64.440002,ALK,Aviation
16-11-2017,65.870003,ALK,Aviation
17-11-2017,66.400002,ALK,Aviation
20-11-2017,66.099998,ALK,Aviation
21-11-2017,66.190002,ALK,Aviation
22-11-2017,65.580002,ALK,Aviation
24-11-2017,65.400002,ALK,Aviation
27-11-2017,65.360001,ALK,Aviation
28-11-2017,67.290001,ALK,Aviation
29-11-2017,69.110001,ALK,Aviation
30-11-2017,69.169998,ALK,Aviation
01-12-2017,66.910004,ALK,Aviation
04-12-2017,68.279999,ALK,Aviation
05-12-2017,68.099998,ALK,Aviation
06-12-2017,67.830002,ALK,Aviation
07-12-2017,69.370003,ALK,Aviation
08-12-2017,69.739998,ALK,Aviation
11-12-2017,69.720001,ALK,Aviation
12-12-2017,69.800003,ALK,Aviation
13-12-2017,69.019997,ALK,Aviation
14-12-2017,69.389999,ALK,Aviation
15-12-2017,70.830002,ALK,Aviation
18-12-2017,73.559998,ALK,Aviation
19-12-2017,73.190002,ALK,Aviation
20-12-2017,73.769997,ALK,Aviation
21-12-2017,74.690002,ALK,Aviation
22-12-2017,74.279999,ALK,Aviation
26-12-2017,74.839996,ALK,Aviation
27-12-2017,74.370003,ALK,Aviation
28-12-2017,74.57,ALK,Aviation
29-12-2017,73.510002,ALK,Aviation
02-01-2018,75.010002,ALK,Aviation
03-01-2018,74.660004,ALK,Aviation
04-01-2018,73.849998,ALK,Aviation
05-01-2018,73.739998,ALK,Aviation
08-01-2018,72.75,ALK,Aviation
09-01-2018,71.290001,ALK,Aviation
10-01-2018,72.050003,ALK,Aviation
11-01-2018,74.809998,ALK,Aviation
12-01-2018,73.519997,ALK,Aviation
16-01-2018,71.279999,ALK,Aviation
17-01-2018,70.82,ALK,Aviation
18-01-2018,69.790001,ALK,Aviation
19-01-2018,68.879997,ALK,Aviation
22-01-2018,68.550003,ALK,Aviation
23-01-2018,69.470001,ALK,Aviation
24-01-2018,64.690002,ALK,Aviation
25-01-2018,62.07,ALK,Aviation
26-01-2018,64.540001,ALK,Aviation
29-01-2018,65.480003,ALK,Aviation
30-01-2018,64.199997,ALK,Aviation
31-01-2018,65.730003,ALK,Aviation
01-02-2018,64.080002,ALK,Aviation
02-02-2018,64.559998,ALK,Aviation
05-02-2018,62.740002,ALK,Aviation
06-02-2018,63.189999,ALK,Aviation
07-02-2018,64.230003,ALK,Aviation
08-02-2018,64.040001,ALK,Aviation
09-02-2018,64.720001,ALK,Aviation
12-02-2018,66.010002,ALK,Aviation
13-02-2018,66.889999,ALK,Aviation
14-02-2018,66.760002,ALK,Aviation
15-02-2018,66.169998,ALK,Aviation
16-02-2018,64.970001,ALK,Aviation
20-02-2018,64.389999,ALK,Aviation
21-02-2018,64.690002,ALK,Aviation
22-02-2018,64.169998,ALK,Aviation
23-02-2018,64.980003,ALK,Aviation
26-02-2018,66.150002,ALK,Aviation
27-02-2018,64.889999,ALK,Aviation
28-02-2018,64.5,ALK,Aviation
01-03-2018,64.650002,ALK,Aviation
02-03-2018,63.380001,ALK,Aviation
05-03-2018,63.619999,ALK,Aviation
06-03-2018,64.300003,ALK,Aviation
07-03-2018,64,ALK,Aviation
08-03-2018,64.800003,ALK,Aviation
09-03-2018,64.800003,ALK,Aviation
12-03-2018,65.779999,ALK,Aviation
13-03-2018,68.790001,ALK,Aviation
14-03-2018,65.669998,ALK,Aviation
15-03-2018,65.919998,ALK,Aviation
16-03-2018,66.510002,ALK,Aviation
19-03-2018,65.099998,ALK,Aviation
20-03-2018,65.190002,ALK,Aviation
21-03-2018,64.209999,ALK,Aviation
22-03-2018,62.82,ALK,Aviation
23-03-2018,61.880001,ALK,Aviation
26-03-2018,62.16,ALK,Aviation
27-03-2018,61.490002,ALK,Aviation
28-03-2018,61.57,ALK,Aviation
29-03-2018,61.959999,ALK,Aviation
02-04-2018,57.75,ALK,Aviation
03-04-2018,60.110001,ALK,Aviation
04-04-2018,61.220001,ALK,Aviation
05-04-2018,62.110001,ALK,Aviation
06-04-2018,60.77,ALK,Aviation
09-04-2018,59.810001,ALK,Aviation
10-04-2018,59.849998,ALK,Aviation
11-04-2018,59.060001,ALK,Aviation
12-04-2018,60.27,ALK,Aviation
13-04-2018,63.950001,ALK,Aviation
16-04-2018,65.209999,ALK,Aviation
17-04-2018,64.989998,ALK,Aviation
18-04-2018,65.970001,ALK,Aviation
19-04-2018,65.519997,ALK,Aviation
20-04-2018,65.389999,ALK,Aviation
23-04-2018,69.110001,ALK,Aviation
24-04-2018,65.260002,ALK,Aviation
25-04-2018,66.389999,ALK,Aviation
26-04-2018,65.900002,ALK,Aviation
27-04-2018,66.019997,ALK,Aviation
30-04-2018,64.93,ALK,Aviation
01-05-2018,65.440002,ALK,Aviation
02-05-2018,63.389999,ALK,Aviation
03-05-2018,62.919998,ALK,Aviation
04-05-2018,62.799999,ALK,Aviation
07-05-2018,61.650002,ALK,Aviation
08-05-2018,61.630001,ALK,Aviation
09-05-2018,60.389999,ALK,Aviation
10-05-2018,60.560001,ALK,Aviation
11-05-2018,60.529999,ALK,Aviation
14-05-2018,60.049999,ALK,Aviation
15-05-2018,58.75,ALK,Aviation
16-05-2018,59.099998,ALK,Aviation
17-05-2018,58.599998,ALK,Aviation
18-05-2018,58.209999,ALK,Aviation
21-05-2018,57.939999,ALK,Aviation
22-05-2018,58.18,ALK,Aviation
23-05-2018,58.419998,ALK,Aviation
24-05-2018,59.869999,ALK,Aviation
25-05-2018,61.869999,ALK,Aviation
29-05-2018,60.57,ALK,Aviation
30-05-2018,60.279999,ALK,Aviation
31-05-2018,60.810001,ALK,Aviation
01-06-2018,60.860001,ALK,Aviation
04-06-2018,61.82,ALK,Aviation
05-06-2018,61.240002,ALK,Aviation
06-06-2018,62.009998,ALK,Aviation
07-06-2018,62.169998,ALK,Aviation
08-06-2018,62.330002,ALK,Aviation
11-06-2018,62.869999,ALK,Aviation
12-06-2018,62.279999,ALK,Aviation
13-06-2018,61.639999,ALK,Aviation
14-06-2018,62.5,ALK,Aviation
15-06-2018,63.040001,ALK,Aviation
18-06-2018,62.77,ALK,Aviation
19-06-2018,62.470001,ALK,Aviation
20-06-2018,63.200001,ALK,Aviation
21-06-2018,64.050003,ALK,Aviation
22-06-2018,62.91,ALK,Aviation
25-06-2018,61.740002,ALK,Aviation
26-06-2018,60.630001,ALK,Aviation
27-06-2018,60.009998,ALK,Aviation
28-06-2018,60.330002,ALK,Aviation
29-06-2018,60.389999,ALK,Aviation
02-07-2018,61.18,ALK,Aviation
03-07-2018,61.669998,ALK,Aviation
05-07-2018,62.139999,ALK,Aviation
06-07-2018,62.34,ALK,Aviation
09-07-2018,63.490002,ALK,Aviation
10-07-2018,62.889999,ALK,Aviation
11-07-2018,60.189999,ALK,Aviation
12-07-2018,60.860001,ALK,Aviation
13-07-2018,61.43,ALK,Aviation
16-07-2018,61.41,ALK,Aviation
17-07-2018,61.799999,ALK,Aviation
18-07-2018,63.189999,ALK,Aviation
19-07-2018,63.790001,ALK,Aviation
20-07-2018,60.630001,ALK,Aviation
23-07-2018,61.540001,ALK,Aviation
24-07-2018,59.009998,ALK,Aviation
25-07-2018,59.110001,ALK,Aviation
26-07-2018,64.760002,ALK,Aviation
27-07-2018,63.650002,ALK,Aviation
30-07-2018,62.380001,ALK,Aviation
31-07-2018,62.830002,ALK,Aviation
01-08-2018,61.080002,ALK,Aviation
02-08-2018,61.599998,ALK,Aviation
03-08-2018,62.799999,ALK,Aviation
06-08-2018,63.119999,ALK,Aviation
07-08-2018,63.860001,ALK,Aviation
08-08-2018,64.150002,ALK,Aviation
09-08-2018,63.75,ALK,Aviation
10-08-2018,63.23,ALK,Aviation
13-08-2018,61.889999,ALK,Aviation
14-08-2018,62.75,ALK,Aviation
15-08-2018,63.740002,ALK,Aviation
16-08-2018,64.309998,ALK,Aviation
17-08-2018,65,ALK,Aviation
20-08-2018,66.839996,ALK,Aviation
21-08-2018,66.589996,ALK,Aviation
22-08-2018,64.900002,ALK,Aviation
23-08-2018,64.699997,ALK,Aviation
24-08-2018,64.830002,ALK,Aviation
27-08-2018,65.68,ALK,Aviation
28-08-2018,66.910004,ALK,Aviation
29-08-2018,67.370003,ALK,Aviation
30-08-2018,67.190002,ALK,Aviation
31-08-2018,67.489998,ALK,Aviation
04-09-2018,67.870003,ALK,Aviation
05-09-2018,68.379997,ALK,Aviation
06-09-2018,67.040001,ALK,Aviation
07-09-2018,66.879997,ALK,Aviation
10-09-2018,68.150002,ALK,Aviation
11-09-2018,68.970001,ALK,Aviation
12-09-2018,67.760002,ALK,Aviation
13-09-2018,68.419998,ALK,Aviation
14-09-2018,68.910004,ALK,Aviation
17-09-2018,69.279999,ALK,Aviation
18-09-2018,69.239998,ALK,Aviation
19-09-2018,69.68,ALK,Aviation
20-09-2018,69.75,ALK,Aviation
21-09-2018,70.080002,ALK,Aviation
24-09-2018,67.290001,ALK,Aviation
25-09-2018,66.150002,ALK,Aviation
26-09-2018,67.120003,ALK,Aviation
27-09-2018,68.980003,ALK,Aviation
28-09-2018,68.860001,ALK,Aviation
01-10-2018,67.760002,ALK,Aviation
02-10-2018,66.260002,ALK,Aviation
03-10-2018,66.690002,ALK,Aviation
04-10-2018,66.82,ALK,Aviation
05-10-2018,66.080002,ALK,Aviation
08-10-2018,65.309998,ALK,Aviation
09-10-2018,62.610001,ALK,Aviation
10-10-2018,60.23,ALK,Aviation
11-10-2018,59.810001,ALK,Aviation
12-10-2018,61.57,ALK,Aviation
15-10-2018,61.860001,ALK,Aviation
16-10-2018,63.860001,ALK,Aviation
17-10-2018,64.489998,ALK,Aviation
18-10-2018,62.369999,ALK,Aviation
19-10-2018,62.580002,ALK,Aviation
22-10-2018,63.540001,ALK,Aviation
23-10-2018,62.990002,ALK,Aviation
24-10-2018,61.110001,ALK,Aviation
25-10-2018,63.060001,ALK,Aviation
26-10-2018,61.470001,ALK,Aviation
29-10-2018,61,ALK,Aviation
30-10-2018,63.240002,ALK,Aviation
31-10-2018,61.419998,ALK,Aviation
01-11-2018,63.689999,ALK,Aviation
02-11-2018,63.880001,ALK,Aviation
05-11-2018,63.900002,ALK,Aviation
06-11-2018,64.599998,ALK,Aviation
07-11-2018,66.190002,ALK,Aviation
08-11-2018,65.709999,ALK,Aviation
09-11-2018,65.970001,ALK,Aviation
12-11-2018,65.760002,ALK,Aviation
13-11-2018,67.580002,ALK,Aviation
14-11-2018,67.209999,ALK,Aviation
15-11-2018,67.709999,ALK,Aviation
16-11-2018,67.989998,ALK,Aviation
19-11-2018,67.300003,ALK,Aviation
20-11-2018,67.019997,ALK,Aviation
21-11-2018,68.519997,ALK,Aviation
23-11-2018,69.410004,ALK,Aviation
26-11-2018,68.900002,ALK,Aviation
27-11-2018,70.75,ALK,Aviation
28-11-2018,74.739998,ALK,Aviation
29-11-2018,72.940002,ALK,Aviation
30-11-2018,73.260002,ALK,Aviation
03-12-2018,72.839996,ALK,Aviation
04-12-2018,70.029999,ALK,Aviation
06-12-2018,69.610001,ALK,Aviation
07-12-2018,64.940002,ALK,Aviation
10-12-2018,63.48,ALK,Aviation
11-12-2018,62.43,ALK,Aviation
12-12-2018,62.02,ALK,Aviation
13-12-2018,61.34,ALK,Aviation
14-12-2018,62.299999,ALK,Aviation
17-12-2018,61.290001,ALK,Aviation
18-12-2018,62.66,ALK,Aviation
19-12-2018,62.029999,ALK,Aviation
20-12-2018,60.68,ALK,Aviation
21-12-2018,59.34,ALK,Aviation
24-12-2018,57.580002,ALK,Aviation
26-12-2018,60.790001,ALK,Aviation
27-12-2018,60.740002,ALK,Aviation
28-12-2018,60.310001,ALK,Aviation
31-12-2018,60.849998,ALK,Aviation
02-01-2019,61.52,ALK,Aviation
03-01-2019,58.119999,ALK,Aviation
04-01-2019,60,ALK,Aviation
07-01-2019,60.119999,ALK,Aviation
08-01-2019,60.650002,ALK,Aviation
09-01-2019,62.18,ALK,Aviation
10-01-2019,63.400002,ALK,Aviation
11-01-2019,64.139999,ALK,Aviation
14-01-2019,64.360001,ALK,Aviation
15-01-2019,64.279999,ALK,Aviation
16-01-2019,64.900002,ALK,Aviation
17-01-2019,64.419998,ALK,Aviation
18-01-2019,64.860001,ALK,Aviation
22-01-2019,63.959999,ALK,Aviation
23-01-2019,63.709999,ALK,Aviation
24-01-2019,65.779999,ALK,Aviation
25-01-2019,63.48,ALK,Aviation
28-01-2019,64.529999,ALK,Aviation
29-01-2019,64.559998,ALK,Aviation
30-01-2019,64.660004,ALK,Aviation
31-01-2019,63.950001,ALK,Aviation
01-02-2019,64.360001,ALK,Aviation
04-02-2019,64.480003,ALK,Aviation
05-02-2019,64.739998,ALK,Aviation
06-02-2019,64.82,ALK,Aviation
07-02-2019,65.230003,ALK,Aviation
08-02-2019,65.269997,ALK,Aviation
11-02-2019,66.300003,ALK,Aviation
12-02-2019,66.690002,ALK,Aviation
13-02-2019,66.699997,ALK,Aviation
14-02-2019,66.57,ALK,Aviation
15-02-2019,66.32,ALK,Aviation
19-02-2019,64.559998,ALK,Aviation
20-02-2019,63.34,ALK,Aviation
21-02-2019,62.860001,ALK,Aviation
22-02-2019,62.400002,ALK,Aviation
25-02-2019,62.75,ALK,Aviation
